"","address","lon","lat"
"92","MENIFEE COUNTY SHERIFF DEPT",-117.1901329,33.7108751
"93","MOREHEAD STATE UNVERSITY POLICE",NA,NA
"94","MORGANTOWN POLICE DEPARTMENT",-79.9543105,39.62931
"95","MOUNT STERLING POLICE DEPT",-83.9426197,38.0552198
"96","MOUNT VERNON POLICE DEPT",-122.3263274,48.4372671
"97","MULDRAUGH POLICE DEPT",-85.9916308,37.9370158
"98","NELSON COUNTY SHERIFF DEPT",-98.0674629,40.2038607
"99","NEWPORT POLICE DEPT",-71.3110304,41.4929756
"100","NICHOLASVILLE POLICE DEPT",-84.5701876,37.8863746
"101","OHIO COUNTY SHERIFF DEPT",-81.2604075,41.2144543
"102","OLDHAM COUNTY POLICE DEPT",-85.4418424,38.3956759
"103","OLDHAM COUNTY SHERIFF DEPT",-85.3795531,38.4080967
"104","OWEN COUNTY SHERIFF DEPT",-86.7734144,39.2886512
"105","OWENSBORO POLICE DEPT",-87.1088196,37.7670826
"106","OWENTON POLICE DEPT",-84.8358755,38.5337037
"107","OWINGSVILLE POLICE DEPT",-83.7703595,38.1436733
"108","PADUCAH POLICE DEPT",-100.302985,34.0125326
"109","PENDLETON COUNTY SHERIFF DEPT",-118.8428485,45.6736515
"110","PIONEER VILLAGE POLICE DEPT",-78.424695,42.5346853
"111","PROVIDENCE POLICE DEPT",-71.4206496,41.8195917
"112","RADCLIFF POLICE DEPT",-85.9445858,37.8391655
"113","RAVENNA POLICE DEPT",-81.2442342,41.1568136
"114","ROWAN COUNTY SHERIFF DEPT",-80.4685308,35.6693601
"115","SAINT MATTHEWS POLICE DEPT",-85.6494733,38.2494298
"116","SCOTTSVILLE POLICE DEPT",-86.1956674,36.7485126
"117","SHELBY COUNTY SHERIF DEPT",-90.0478549,35.1489955
"118","SHEPHERDSVILLE POLICE DEPARTMENT",-85.7158306,37.9894623
"119","SIMPSON COUNTY  OFFICE",-89.8311244,31.9359904
"120","SIMPSONVILLE POLICE DEPT",-82.2511173,34.7391819
"121","SOMERSET POLICE DEPT",-71.148927,41.740281
"122","SOUTHGATE POLICE DEPT",-83.2084828,42.2031579
"123","SPENCER COUNTY SHERIFF",-95.1906055,43.1420024
"124","STANTON POLICE DEPARTMENT",-101.7909451,32.1318779
"125","TAYLOR COUNTY SHERIFF DEPT",-90.3418383,45.1369752
"126","TAYLOR MILL POLICE DEPT",-84.4968512,39.0153595
"127","TODD COUNTY SHERIFF DEPT",NA,NA
"128","TOMPKINSVILLE CITY POLICE DEPT",-85.6916396,36.7022797
"129","TRIGG COUNTY SHERIFF'S OFFICE",-87.7763333,36.8473642
"130","TRIMBLE COUNTY SHERIFF'S OFFICE",-85.3136218,38.6013284
"131","UNIV OF KY  POLICE DEPT",-85.755136,38.2159381
"132","UNIV OF LOUISVILLE POLICE DEPT",-85.755136,38.2159381
"133","US DOI NPS MAMMOTH CAVE",-86.0999753,37.1861597
"134","US FBI LOUISVILLE",-85.7584557,38.2526647
"135","USDA FOREST SERVICE LEI DAN BOONE",-81.6745517,36.216795
"136","USDA FOREST SERVICE LEI WINCHESTER",NA,NA
"137","VANCEBURG POLICE DEPT",-83.3154767,38.6002053
"138","VERSAILLES POLICE DEPT",-84.7312011,38.0529381
"139","VILLA HILLS POLICE DEPT",-84.5975097,39.0523147
"140","VINE GROVE POLICE DEPT",67.0297099,24.8783516
"141","WARSAW POLICE DEPT",-85.8277166,41.2401478
"142","WEBSTER COUNTY SHERIFF'S DEPT",-94.1881002,42.5042686
"143","WEST POINT POLICE DEPT",-85.947488,38.0002451
"144","WESTERN KY UNIVERSITY POLICE DEPT",NA,NA
"145","WILDER POLICE DEPT",-116.9096174,43.677936
"146","WILLIAMSTOWN POLICE DEPARTMENT",-73.2095761,42.7146632
"147","WILMORE POLICE DEPT",-84.6590755,37.8583501
"148","ACADIA PARISH SHERIFF DEPT",-92.3986818,30.2076948
"149","ASCENSION PARISH SHERIFF DEPT",-90.9126296,30.2266331
"150","ASSUMPTION PARISH SHERIFF OFFICE",-91.0245764,29.9407216
"151","AVOYELLES PARISH SHERIFF DEPT",-92.0656428,31.127186
"152","BAKER POLICE DEPT",-91.1653497,30.5890344
"153","BATON ROUGE  CITY CONSTABLE OFFICE",-91.1403196,30.4582829
"154","BATON ROUGE POLICE DEPT",-91.058315,30.4144814
"155","BEAUREGARD PARISH SHERIFF DEPT",NA,NA
"156","BIENVILLE PARISH SHERIFF DEPT",-93.2723972,32.3241111
"157","BOGALUSA POLICE DEPT",-89.8613405,30.7861957
"158","BOSSIER PARISH SHERIFF DEPT",-93.7436107,32.6799296
"159","CADDO PARISH SHERIFF OFFICE",-93.749732,32.512067
"160","CALCASIEU PARISH SHERIFF",-93.1408558,30.2270829
"161","CAMERON PARISH SHERIFF DEPT",-93.3251353,29.7978959
"162","CARENCRO POLICE DEPT",-92.049564,30.32982
"163","CATAHOULA PARISH SHERIFF'S DEPT",-91.9099238,31.7053083
"164","CHITIMACHA TRIBAL POLICE DEPT",-91.5288136,29.883637
"165","CLAIBORNE PARISH SHERIFF",-93.054732,32.792
"166","CROWLEY POLICE DEPT",-97.3658426,32.5735121
"167","DENHAM SPRINGS POLICE DEPT",-90.9608447,30.4804565
"168","DERIDDER POLICE DEPT",-93.2854412,30.84519
"169","DESOTO PARISH SHERIFF DEPT",-94.0053289,31.9730752
"170","DIXIE INN POLICE DEPT",-93.3344415,32.593488
"171","DIXON CORRECTIONAL INSTITUTE",-91.2064085,30.8128477
"172","DUBACH POLICE DEPARTMENT",-92.6558133,32.6967784
"173","EAST BATON ROUGE DA'S OFFICE",NA,NA
"174","EAST BATON ROUGE PARISH SHERIFF",-91.1876994,30.4459783
"175","EVANGELINE PARISH SHERIFF DEPT",-92.3813621,30.7821781
"176","FRANKLIN PARISH SHERIFF",-91.7137196,32.1657279
"177","GRANT PARISH SHERIFF'S OFFICE",-92.7122293,31.5159451
"178","GRETNA POLICE DEPT",-90.0585998,29.9177158
"179","HARAHAN POLICE DEPT",-90.2031313,29.9404826
"180","HARBOR POLICE DEPT",-90.0764125,29.9206471
"181","HAUGHTON POLICE DEPARTMENT",-93.506212,32.533579
"182","HODGE POLICE DEPT",-92.7222832,32.277722
"183","HOMELAND SEC INV LAKE CHARLES",-93.2173758,30.2265949
"184","IBERIA PARISH SHERIFF DEPT",-91.8213551,30.0043856
"185","IBERVILLE PARISH SHERIFF DEPT",-91.5121015,30.4894434
"186","IOWA POLICE DEPT",-93.0140642,30.2396914
"187","JACKSON PARRIS SHERIFF DEPT",-92.4519855,32.3066219
"188","JEFFERSON PARISH SHERIFF'S OFFICE",-90.071277,29.9034211
"189","JENNINGS CITY POLICE DEPT",-90.2665985,38.7109473
"190","LA  U.S.  MARSHALS  SERVICE",-118.2412043,34.0550987
"191","LA STATE PENITENTIARY",-91.5946311,30.9559915
"192","LA STATE POLICE",-91.1370505,30.4490796
"193","LAFAYETTE PARISH SHERIFF DEPT",-92.0215717,30.2231113
"194","LAFOURCHE PARISH SHERIFF DEPT",-90.5392825,29.6399903
"195","LAKE CHARLES POLICE DEPT",-93.2048699,30.2266015
"196","LEESVILLE POLICE DEPT",-93.2637276,31.1439604
"197","LINCOLN PARISH SHERIFF DEPT",-92.6387537,32.5271276
"198","LIVINGSTON PARISH HOMELAND SECURITY",-90.750331,30.482889
"199","LIVINGSTON PARISH SHERIFF DEPT",NA,NA
"200","LSU ALEXANDRIA POLICE DEPT",NA,NA
"201","MANDERVILLE POLICE DEPT",-90.076995,30.37355
"202","MOREHOUSE PARISH SHERIFF DEPT",-91.9129569,32.7757792
"203","NATCHITOCHES PARISH SHERIFF DEPT",-93.088455,31.7614296
"204","NEW ORLEANS POLICE DEPT",-90.0668736,29.9553403
"205","NEW ROADS POLICE DEPT",NA,NA
"206","NORTH HODGE POLICE DEPT",-92.7222832,32.277722
"207","NORTHWESTERN STATE UNIVERSITY",-93.0974552,31.7489119
"208","OPELOUSAS POLICE DEPT",-92.081509,30.5335302
"209","ORLEANS PARISH  CRIMINAL SHERIFF",-90.093051,29.9612
"210","OUACHITA PARISH SHERIFF DEPT",-92.1155655,32.4983023
"211","PINEVILLE POLICE DEPT",-80.8926505,35.0859578
"212","PLAQUEMINES PARISH SHERIFF DEPT",-89.6920609,29.4771268
"213","POINTE COUPEE COUNTY SHERIFF DEPT",-91.680419,30.876504
"214","PORT BARRE POLICE DEPT",-91.9570689,30.5560071
"215","RAPIDES PARISH COUNTY SHERIFF DEPT",-92.44717,31.30871
"216","RAYNE POLICE DEPT",-92.2700682,30.2479888
"217","RICHWOOD POLICE DEPT",-95.4046891,29.0210906
"218","ROSEPINE POLICE DEPT",-93.2824344,30.9166484
"219","RUSTON POLICE DEPT",-122.5111862,47.3000269
"220","SAINT HELENA PARISH OFFICE",-90.6821847,30.8865495
"221","SAINT JOHN PARISH SHERIFF DEPT",NA,NA
"222","SAINT LANDRY PARISH SHERIFF DEPT",-92.0665197,30.6036535
"223","SAINT MARTIN PARISH SHERIFF DEPT",-63.052251,18.08255
"224","SAINT MARY PARISH SHERIFF DEPT",-91.1886807,29.6925224
"225","SAINT TAMMANY PARISH SHERIFF DEPT",-90.104034,30.498276
"226","SAREPTA POLICE DEPT",-93.4503861,32.8934835
"227","SCOTT POLICE DEPT",-92.0981043,30.2392358
"228","SHREVEPORT POLICE DEPT",-93.7539369,32.502327
"229","SLIDELL POLICE DEPT",-89.7801625,30.2748625
"230","SORRENTO POLICE DEPT",-90.8580004,30.1860897
"231","SOUTHEASTERN LA UNIV POLICE DEPT",-90.4688126,30.5156285
"232","SPRINGHILL POLICE DEPT",-93.4605378,33.0047322
"233","ST CHARLES PARISH SHERIFF'S OFFICE",-90.3819144,29.9355047
"234","ST JAMES PARISH SHERIFF'S OFFICE",-90.817492,29.994163
"235","STONEWALL POLICE DEPT",-96.5260721,34.6496135
"236","TANGIPAHOA PARISH SHERIFF DEPT",-90.3215455,30.5052563
"237","TENSAS BASIN LEVEE DISTRICT POLICE",NA,NA
"238","TERREBONNE PARISH SHERIFF DEPT",-90.7532809,29.2299682
"239","TICKFAW POLICE DEPT",-90.4841568,30.5785423
"240","UNIV OF LA  MONROE POLICE DEPT",NA,NA
"241","US DHS HSI NEW ORLEANS",-90.0715323,29.9510658
"242","US MARSHAL SERVICE SHREVEPORT",-93.7503688,32.5158922
"243","VERMILLION PARISH SHERIFF DEPT",-92.0915437,29.9467912
"244","VERNON PARISH SHERIFF DEPT",NA,NA
"245","WASHINGTON PARISH SHERIFF DEPT",-90.1559677,30.8437897
"246","WEBSTER PARISH SHERIFF DEPT",NA,NA
"247","WEST FELICIANA COUNTY SHERIFF DEPT",-91.3846388,30.8243611
"248","WEST MONROE POLICE DEPT",-92.1487012,32.5202246
"249","WESTWEGO POLICE DEPT",-90.1429534,29.9086398
"250","YOUNGSVILLE POLICE DEPT",-91.9961296,30.0952673
"251","ACTON POLICE DEPT",-71.4448682,42.4803275
"252","BARNSTABLE POLICE DEPT",-70.3123421,41.6752385
"253","BELCHERTOWN POLICE DEPT",-72.4148061,42.2710957
"254","BERKSHIRE COUNTY SHERIFF'S OFFICE",-1.2814014,51.4659863
"255","BILLERICA AUXILIARY POLICE (EMA)",-71.2689461,42.5584218
"256","BLACKSTONE POLICE DEPT",-71.5341498,42.0172183
"257","BRISTOL COUNTY SHERIFF DEPT",-71.273287,41.670167
"258","CAMBRIDGE POLICE DEPT",-71.0859816,42.3672744
"259","CENTRAL MA LAW ENFORCEMENT",-71.8033952,42.2603916
"260","CHARLTON POLICE DEPT",-71.9691927,42.1342214
"261","CHATHAM POLICE DEPARTMENT",-69.9923605,41.6895759
"262","CHELSEA POLICE DEPT",-71.0398613,42.3890692
"263","CHICOPEE POLICE DEPT",-72.5848579,42.1561525
"264","COHASSET POLICE DEPT",-70.7989347,42.2407585
"265","CUMMINGTON POLICE DEPT",-72.8900151,42.4574067
"266","DALTON POLICE DEPT",-84.9745597,34.7752091
"267","DARTMOUTH HARBORMASTER",-70.9453811,41.5864289
"268","DARTMOUTH POLICE DEPT",-70.9602155,41.6026872
"269","DIGHTON POLICE DEPT",-71.1208236,41.8270347
"270","DUXBURY POLICE DEPT",-70.7130314,42.0563542
"271","EASTON POLICE",-75.2171739,40.6877887
"272","ESSEX COUNTY SHERIFF DEPT",-70.98595,42.59751
"273","EVERETT POLICE DEPT",-71.0447102,42.4125168
"274","FAIRHAVEN POLICE DEPT",-70.8930694,41.6396668
"275","FALL RIVER POLICE DEPT",-71.1440432,41.6969276
"276","FOXBOROUGH POLICE DEPT",-71.2585151,42.075255
"277","FRAMINGHAM POLICE DEPT",-71.4174926,42.2805759
"278","FREETOWN POLICE DEPT",-71.0152765,41.7641308
"279","GLOUCESTER POLICE DEPT",-75.1230317,39.8979607
"280","GOSHEN POLICE DEPT",-85.8333358,41.5840141
"281","GRAFTON POLICE DEPT",-71.693175,42.2096101
"282","GROTON POLICE DEPT",-71.5797016,42.6082964
"283","HADLEY POLICE DEPT",-72.5832287,42.3525359
"284","HAMILTON POLICE DEPARTMENT",-84.5658467,39.3977035
"285","HANSON POLICE DEPT",-70.8699633,42.0397938
"286","HARWICH POLICE DEPT",-70.081857,41.6807238
"287","HAVERHILL POLICE DEPT",-71.0796033,42.7757034
"288","HINGHAM POLICE DEPT",-70.8868271,42.2317415
"289","HINSDALE POLICE DEPARTMENT",-87.9258392,41.8039834
"290","HOLLISTON POLICE DEPT",-71.4271968,42.2073643
"291","HULL POLICE DEPT",-96.133878,43.1890233
"292","IPSWICH POLICE DEPT",-70.8362623,42.6782016
"293","LEOMINSTER POLICE DEPT",-71.7607171,42.5278196
"294","LEXINGTON POLICE DEPT",-84.4962209,38.0452999
"295","LEYDEN POLICE DEPT",-72.63,42.7
"296","LYNN POLICE DEPT",-70.9582407,42.4707622
"297","MA DEPT OF CORRECTIONS MILFORD",-71.4840351,42.129408
"298","MA ENVIROMENTAL POLICE",-70.921967,42.249733
"299","MA STATE POLICE DEPT",-71.0671362,42.351769
"300","MANCHESTER BY THE SEA POLICE DEPT",-70.772293,42.574866
"301","MARBLEHEAD POLICE DEPT",-70.8595535,42.4966052
"302","MARSHFIELD POLICE DEPT",-70.6938179,42.092605
"303","MBTA TRANSIT POLICE",-71.0641554,42.3318799
"304","MEDFORD POLICE DEPT",-71.1100923,42.4157147
"305","MEDWAY POLICE DEPT",-71.4256319,42.140298
"306","MELROSE POLICE DEPT",-94.8114066,45.6755987
"307","METHUEN POLICE DEPT",-71.1913594,42.7307489
"308","MIDDLEBORO POLICE DEPT",-70.9074622,41.8935116
"309","MILLIS POLICE DEPT",-71.3587678,42.1673798
"310","MONSON POLICE DEPT",-72.315209,42.099967
"311","NEW BEDFORD POLICE DEPT",-70.9266072,41.6347344
"312","NEW BRANTREE POLICE DEPT",-72.12639,42.31667
"313","NEWBURY POLICE DEPT",-70.8610885,42.7978202
"314","NORFOLK POLICE DEPT",-76.2364444,36.8542624
"315","NORTHBRIDGE POLICE DEPT",-71.646019,42.1287862
"316","NORWELL MASSACHUSETTS POLICE",-70.7949394,42.1614247
"317","NORWOOD POLICE DEPT",-71.1951222,42.1925788
"318","OAKHAM POLICE DEPT",-0.7285929,52.6728272
"319","ORLEANS POLICE DEPT",-69.987678,41.781332
"320","PLYMOUTH COUNTY SHERIFF DEPT",-70.6510495,41.9313647
"321","QUINCY POLICE DEPT",-91.4036053,39.931537
"322","REHOBOTH POLICE",-71.2385246,41.8620749
"323","REVERE POLICE DEPT",-70.9997596,42.4017565
"324","ROCKLAND POLICE DEPT",-70.9019143,42.1245546
"325","ROCKPORT POLICE DEPT",-97.0540517,28.0257516
"326","SALEM STATE COLLEGE POLICE DEPT",NA,NA
"327","SALISBURY POLICE DEPT",-80.4665819,35.6686784
"328","SCITUATE POLICE DEPT",-70.7684961,42.197583
"329","SHIRLEY POLICE DEPARTMENT",-71.6409566,42.5449315
"330","SOUTHBRIDGE POLICE DEPT",-72.0270678,42.0753711
"331","STURBRIDGE POLICE DEPT",-72.0843211,42.1115513
"332","SWAMPSCOTT POLICE DEPT",-70.9202367,42.4695438
"333","SWANSEA POLICE DEPT",-71.2474295,41.757145
"334","TAUNTON POLICE DEPT",-71.0893413,41.9009272
"335","TEMPLETON POLICE DEPT",-72.0660221,42.5533077
"336","TOLLAND POLICE DEPT",-73.0125,42.0811111
"337","TOPSFIELD POLICE DEPT",-70.945687,42.630332
"338","TYNGSBOROUGH POLICE DEPT",-71.4204572,42.6696622
"339","UNIV OF MA AMHERST POLICE DEPT",-72.5149676,42.397979
"340","US MARSHAL SERVICE BOSTON",-71.0463122,42.3540964
"341","WALPOLE POLICE DEPT",-71.2526989,42.1457013
"342","WAREHAM POLICE DEPT",-70.7342271,41.7702811
"343","WEBSTER POLICE DEPT",-71.8804845,42.0502402
"344","WELLESLEY POLICE DEPT",-71.2882097,42.3005131
"345","WELLFLEET POLICE DEPT",-70.024617,41.9428783
"346","WENTWORTH INST OF TECH POLICE DEPT",NA,NA
"347","WEST BROOKFIELD POLICE DEPT",-72.1423943,42.2351632
"348","WEST SPRINGFIELD POLICE DEPT",-72.6234425,42.1059697
"349","WESTFIELD POLICE DEPARTMENT",-72.7518819,42.1216063
"350","WESTPORT POLICE DEPARTMENT",-85.5741155,39.1766884
"351","WEYMOUTH POLICE DEPT",-70.9506695,42.2009983
"352","WILMINGTON POLICE DEPT",-77.9417622,34.2529109
"353","WORCESTER POLICE DEPT",-71.7981402,42.2708772
"354","ABERDEEN POLICE DEPT",-76.1645755,39.5120699
"355","ALLEGANY COUNTY SHERIFF DEPT",-78.0171581,42.2124507
"356","ANNAPOLIS POLICE DEPT",-76.5064312,38.9790477
"357","ANNE ARUNDEL COUNTY POLICE DEPT",-76.6942262,39.0959462
"358","ANNE ARUNDEL COUNTY SHERIFF DEPT",-76.4931839,38.9778458
"359","BALTIMORE CITY SHERIFF OFFICE",-76.613234,39.290816
"360","BALTIMORE COUNTY POLICE DEPT",-76.5889711,39.400346
"361","BALTIMORE POLICE DEPT",-76.6074666,39.2903847
"362","BERWYN HEIGHTS POLICE DEPT",-76.9214407,38.9934952
"363","BOONSBORO POLICE",-77.659314,39.504473
"364","CALVERT COUNTY SHERIFF DEPT",-76.5025742,38.4949503
"365","CAPITOL HEIGHTS POLICE DEPT",79.6465455,11.9229027
"366","CAROLINE COUNTY SHERIFF DEPT",-77.3460057,38.0515055
"367","CHARLES COUNTY SHERIFFS  OFFICE",-76.9829956,38.5232927
"368","CHEVERLY POLICE DEPT",-76.9083579,38.9238457
"369","CHEVY CHASE VILLAGE POLICE DEPT",-77.0914396,38.9632557
"370","COLMAR MANOR POLICE",-76.9458078,38.9331669
"371","COPPIN STATE COLLEGE POLICE DEPT",NA,NA
"372","CRISFIELD POLICE DEPT",-75.8527151,37.9818533
"373","DENTON POLICE DEPT",-97.1252909,33.2148097
"374","DORCHESTER COUNTY SHERIFF DEPT",-80.2108951,33.042702
"375","FEDERALSBURG POLICE DEPT",-75.7730908,38.693153
"376","FREDERICK COUNTY SHERIFF DEPT",-77.4129948,39.4137581
"377","FREDERICK POLICE DEPT",-99.0169127,34.3882442
"378","FRUITLAND POLICE DEPT",-75.6161264,38.3170825
"379","GAITHERSBURG POLICE DEPT",-77.236409,39.113023
"380","GARRETT COUNTY SHERIFF DEPT",NA,NA
"381","GIBSON ISLAND POLICE DEPT",-76.4360623,39.0754533
"382","GREENBELT POLICE DEPT",-76.8916114,39.006478
"383","GREENSBORO POLICE DEPT",-79.7929225,36.0418818
"384","HAMPSTEAD POLICE DEPARTMENT",-71.1779713,42.8759324
"385","HARFORD COUNTY SHERIFF'S OFFICE",-76.3483559,39.5359957
"386","HYATTSVILLE POLICE DEPT",-76.94177,38.9529587
"387","LA PLATA POLICE DEPT",-76.977366,38.528835
"388","MA TRANSIT POLICE DEPT",-71.0641554,42.3318799
"389","MD DEPT OF GENERAL SERVICES POLICE",NA,NA
"390","MD DNR POLICE DEPT",NA,NA
"391","MD STATE POLICE",-76.7222335,39.3743146
"392","MONTGOMERY COUNTY POLICE DEPT",-77.236409,39.113023
"393","MORGAN STATE UNIVERSITY POLICE",-76.5827967,39.3407363
"394","MOUNT RAINIER POLICE DEPT",-76.9618391,38.9357227
"395","NATIONAL INSTITUTE OF HEALTH POLICE",78.4110606,17.3390134
"396","NATIONAL SECURITY AGENCY POLICE",86.0554244,44.3217479
"397","NATL CAPITAL PARK POLICE  RIVERDALE",-84.4132594,33.5726113
"398","NEW CARROLLTON POLICE DEPT",-76.8802483,38.9657249
"399","OCEAN CITY POLICE",-75.067332,38.388169
"400","OXFORD POLICE DEPARTMENT",-85.8631875,33.5995475
"401","POCOMOKE POLICE DEPT",-75.5528407,38.0642612
"402","PRINCE GEORGE COUNTY POLICE DEPT",-76.8703942,38.8907527
"403","PRINCE GEORGE COUNTY SHERIFF",-77.287967,37.2224061
"404","PRINCESS ANNE POLICE DEPT",-75.6957042,38.2048085
"405","QUEEN ANNES COUNTY SHERIFF DEPT",NA,NA
"406","RIDGELY POLICE DEPT",-75.884102,38.948243
"407","SAINT MARYS COUNTY SHERIFF DEPT",-78.7416522,41.4209116
"408","SAINT MICHAELS POLICE DEPT",-76.225859,38.787036
"409","SALISBURY UNIV POLICE DEPARTMENT",-75.6014028,38.3399998
"410","SEAT PLEASANT POLICE DEPT",-76.8997785,38.8875284
"411","SNOW HILL POLICE DEPT",-75.3949629,38.1765762
"412","SOMERSET COUNTY SHERIFF DEPT",-75.699106,38.129537
"413","TAKOMA PARK POLICE DEPT",-77.0103814,38.9816316
