"","address","lon","lat"
"42","BETHANY POLICE DEPT",-73.0006796,41.4225647
"43","BIXBY POLICE DEPT",-95.8851222,35.9429635
"44","BOKOSHE POLICE DEPT",-94.7906047,35.1865272
"45","BRISTOW POLICE DEPT",-96.3912327,35.8336399
"46","BROKEN ARROW POLICE DEPT",-95.7901999,36.0244276
"47","BRYAN CTY SHERIFF DEPT",-84.5533663,41.4761268
"48","CACHE POLICE DEPT",-111.8363657,41.7369154
"49","CADDO CTY SHERIFF DEPT",-98.2403887,35.0737237
"50","CANADIAN CTY SHERIFF DEPT",-100.3839047,35.9127974
"51","CARNEGIE POLICE DEPT",-80.0923568,40.4044671
"52","CARNEY POLICE DEPT",-75.4567046,39.7193384
"53","CATOOSA POLICE DEPT",-95.7464879,36.1862862
"54","CHATTANOOGA POLICE DEPT",-98.658454,34.4223275
"55","CHEROKEE CTY SHERIFF DEPT",-84.5125747,34.1144949
"56","CHEROKEE NATION MARSHAL SERVICE",NA,NA
"57","CHICKASAW NATION LIGHTHORSE POLICE",NA,NA
"58","CHICKASHA POLICE DEPT",-97.9400302,35.0514983
"59","CHOCTAW CTY SHERIFF DEPT",-89.18484,33.3144156
"60","CHOCTAW POLICE DEPT",-97.2958794,35.4927939
"61","CHOUTEAU POLICE DEPT",-95.3417,36.188
"62","CIMARRON CTY SHERIFF DEPT",-102.513241,36.729467
"63","CITIZENS POTAWATOMI NATION PD",NA,NA
"64","COAL CO SHERIFF OFFICE",-96.2181828,34.5388463
"65","COALGATE POLICE DEPARTMENT",-96.2187,34.5378
"66","COLCORD POLICE DEPT",-97.5248854,35.4689333
"67","COMANCHE NATION POLICE",NA,NA
"68","COMANCHE POLICE DEPT.",-98.604317,31.897091
"69","CRAIG CTY SHERIFF DEPT",-80.1097298,37.5037745
"70","CUSTER CTY SHERIFF DEPT",-103.600888,43.7652882
"71","CYRIL POLICE DEPT",-98.2005274,34.896413
"72","DEL CITY POLICE DEPT",-97.4371661,35.4367096
"73","DELAWARE CTY SHERIFF'S OFFICE",-83.0678488,40.3035597
"74","DEWEY CTY SHERIFF DEPT",-98.9637661,36.0409039
"75","DRUMRIGHT POLICE DEPT",-96.6031223,35.9883652
"76","DUNCAN POLICE DEPT",-82.1442203,34.9377089
"77","EAST CENTRAL UNIVERSITY POLICE",-87.6506618,41.8645042
"78","EASTERN OK STATE COLLEGE PD",NA,NA
"79","ELLIS CTY SHERIFF DEPT",-96.8479692,32.3837838
"80","ENID POLICE DEPT.",-97.8823185,36.3904755
"81","FORGAN POLICE DEPT",-100.5393177,36.9069704
"82","FORT GIBSON POLICE DEPT",-95.252068,35.797282
"83","GORE POLICE DEPT",-95.1175,35.5294
"84","GRADY CO SHERIFF'S OFFICE",-84.2028424,30.8950865
"85","GRADY COUNTY CRIMINAL JUSTICE",NA,NA
"86","GRAND RIVER DAM AUTHORITY",-97.515972,35.537674
"87","GUTHRIE POLICE DEPT",-97.4278751,35.8782336
"88","HAILEYVILLE POLICE DEPT",-95.5822044,34.8545426
"89","HENRYETTA POLICE DEPT",-95.9859384,35.4390766
"90","JENKS POLICE DEPT",-95.9758391,36.0237422
"91","KEOTA POLICE DEPARTMENT",-95.1263015,35.2544389
"92","KEYES POLICE DEPARTMENT",-102.2518026,36.8093311
"93","KICKHPOO TRIBAL POLICE DEPT",-95.6543012,39.6679164
"94","KIEFER POLICE DEPT",-96.0635454,35.9441795
"95","KIOWA CTY SHERIFF DEPT",-104.4641149,39.3423163
"96","KREBS POLICE DEPT",-95.7157488,34.9277501
"97","LAMONT POLICE DEPT",-97.5569,36.6907
"98","LEFLORE CTY SHERIFF DEPT",NA,NA
"99","MARLOW POLICE DEPT",-97.9565076,34.647812
"100","MCALESTER POLICE DEPT.",-95.7683335,34.9339718
"101","MCCURTAIN CTY SHERIFF DEPT",-94.8105955,34.1481711
"102","MCCURTAIN POLICE DEPT",-94.9619237,35.1511254
"103","MCLOUD POLICE DEPT",73.6967665,30.2499619
"104","MEDICINE PARK POLICE DEPT",67.0186362,24.8720967
"105","MID-AMERICA CHRISTIAN UNIVERSITY",-97.5783811,35.3479331
"106","MOORE POLICE DEPT",-97.4858873,35.3384218
"107","MURRAY STATE COLLEGE POLICE",NA,NA
"108","MUSKOGEE CTY SHERIFF DEPT",-95.3728385,35.7503524
"109","MUSKOGEE POLICE DEPT",-95.3698462,35.7536307
"110","MUSTANG POLICE DEPT",-97.7317211,35.3916228
"111","NEWCASTLE POLICE DEPT",-97.6011183,35.2553174
"112","NINNEKAH POLICE DEPT",-97.9347565,34.9588876
"113","NORTH ENID POLICE DEPT",-97.866345,36.4362436
"114","OK 3RD JUDICIAL DISTRICT DTF",NA,NA
"115","OK BUREAU OF NARCOTICS",-97.504097,35.511156
"116","OK DEPT OF AGRICULTURE-",-95.082091,34.7590614
"117","OK DEPT OF PUB SAFETY HWY PATROL",NA,NA
"118","OKLAHOMA COUNTY SHERIFF DEPT",-97.526914,35.4695853
"119","OKMULGEE CTY SHERIFF DEPT",-95.9605502,35.6234367
"120","OKMULGEE POLICE DEPT",-95.9725326,35.6238458
"121","OSAGE CTY SHERIFF DEPT",-95.683745,38.610382
"122","PANAMA POLICE DEPT",-95.477215,41.728886
"123","PAWHUSKA POLICE DEPT",-96.3414544,36.6634496
"124","PAWNEE CTY SHERIFF DEPT",-96.8027838,36.3385455
"125","PAYNE CTY SHERIFF DEPT",-85.7729613,34.4181175
"126","PITTSBURG CTY SHERIFF DEPT",-94.9662865,32.9958354
"127","PONCA CITY POLICE DEPT",-97.081925,36.701037
"128","PONTOTOC CTY SHERIFF DEPT",-96.6790856,34.7723768
"129","POTTAWATOMIE CTY SHERIFF DEPT",-96.9230517,35.3308012
"130","PUTNAM CITY CAMPUS POLICE DEPT",NA,NA
"131","ROGER MILLS CTY SHERIFF DEPT",NA,NA
"132","ROGERS CTY SHERIFF'S OFFICE",-95.6149538,36.3104435
"133","RUSH SPRINGS POLICE DEPT",-97.957108,34.7828967
"134","SAND SPRINGS POLICE DEPT",-84.3615675,33.9701285
"135","SEMINOLE CTY SHERIFF DEPT",-102.6421633,32.7196952
"136","SEMINOLE STATE COLLEGE PD",-81.2078164,28.7131688
"137","SENTINEL POLICE DEPT",-99.1732336,35.1582111
"138","SEQUOYAH CTY SHERIFF DEPT",-94.788827,35.4584074
"139","STEPHENS CTY SHERIFF DEPT",-98.9008437,32.7576054
"140","STROUD POLICE DEPT",-96.655787,35.747471
"141","TAHLEQUAH POLICE DEPT",-94.9733854,35.9137231
"142","TEXAS CTY SHERIFF DEPT",-97.8469822,27.5162205
"143","THOMAS POLICE DEPARTMENT",-84.4489352,39.0811528
"144","TULSA COUNTY  SHERIFF'S OFFICE",-95.9940148,36.1496469
"145","TULSA POLICE DEPT",-95.909519,36.14449
"146","UNIV OF OK HEALTH SCIENCES CTR PD",NA,NA
"147","US BORDER PATROL OK CITY",NA,NA
"148","US DEPT OF VA MUSKOGEE",-95.3696909,35.7478769
"149","US DHS CBP AIR & MARINE OK CITY",NA,NA
"150","US DHS ICE OK CITY",NA,NA
"151","US DOI BIA OJS DISTR",NA,NA
"152","US DOJ DEA TULSA",-95.992775,36.1539816
"153","US DOJ FBI OKLAHOMA CITY DIVISION",NA,NA
"154","USDA FOREST SERVICE LEI IDABEL",NA,NA
"155","VINITA POLICE DEPT",-95.1541344,36.6388727
"156","WARR ACRES POLICE DEPT",-97.6223898,35.5206915
"157","WAURIKA POLICE DEPT",-97.997536,34.1670371
"158","WAYNOKA POLICE DEPT",-98.8803582,36.5855839
"159","WEATHERFORD POLICE DEPT",-98.7137137,35.5246272
"160","WEBBERS FALLS POLICE DEPT",-95.1499376,35.5001734
"161","WELEETKA POLICE DEPT",-96.1366497,35.3364565
"162","WETUMKA POLICE DEPT",-96.2419655,35.2386145
"163","WISTER POLICE DEPT",-94.7244956,34.9679995
"164","WOODWARD CTY SHERIFF DEPT",NA,NA
"165","WOODWARD POLICE DEPT",-99.3892803,36.4346127
"166","WYNONA POLICE DEPT",-96.3252089,36.5461075
"167","YUKON POLICE DEPT.",-97.7385431,35.5061534
"168","ASTORIA POLICE DEPT",-123.8113724,46.1908021
"169","BAKER CTY SHERIFF DEPT",-82.1214509,30.2957858
"170","BANDON POLICE DEPT",-124.4150795,43.1168919
"171","BEND POLICE DEPT",46.2626338,31.0528421
"172","CENTRAL POINT POLICE DEPT",-122.9259202,42.3833323
"173","CLACKAMAS COUNTY SHERIFF'S OFFICE",-122.5995469,45.3302391
"174","COLUMBIA CTY SHERIFF'S OFFICE",-76.251883,35.917526
"175","COTTAGE GROVE POLICE",72.8373233,19.080562
"176","CURRY COUNTY SHERIFF",-103.2056221,34.4051939
"177","DALLAS POLICE DEPT",-96.7946714,32.7677918
"178","DESCHUTES CTY SHERIFF",-121.018079,44.07605
"179","EUGENE POLICE DEPT",-123.0886297,44.062828
"180","GILLIAM CTY SHERIFF DEPT",NA,NA
"181","GRANT CTY SHERIFF DEPT",-85.658099,40.55773
"182","GRANTS PASS DEPT OF PUBLIC SAFETY",-123.3283925,42.4390069
"183","HERMISTON POLICE DEPT",-119.3043302,45.8503148
"184","JOSEPHINE COUNTY SHERIFF'S OFFICE",-123.3034523,42.433021
"185","KLAMATH COUNTY SHERIFF'S OFFICE",-121.7488375,42.2203848
"186","KLAMATH FALLS POLICE DEPT",-121.7583326,42.2145229
"187","LANE CTY SHERIFF DEPT",-123.0900232,44.0519292
"188","MALHEUR CTY SHERIFF DEPT",NA,NA
"189","MONMOUTH POLICE DEPT",-123.2340326,44.8497907
"190","MORROW CTY  SHERIFF DEPT",-82.8066812,40.5600307
"191","MYRTLE CREEK POLICE DEPT",-123.2888748,43.0267827
"192","NORTH PLAINS POLICE DEPT",-122.9995985,45.5973943
"193","OR STATE POLICE SALEM",-123.002059,44.973502
"194","POLK COUNTY SHERIFF'S OFFICE",-81.9710973,28.0972068
"195","PORTLAND POLICE  DEPT",-122.676593,45.5150233
"196","SCAPPOOSE POLICE DEPT",-122.8761496,45.7576566
"197","SHERMAN CTY  SHERIFF DEPT",-96.6105157,33.6345214
"198","TILLAMOOK CTY  SHERIFF DEPT",-123.961441,45.2012945
"199","UNION CO SHERIFF DEPT",-74.2170662,40.6620516
"200","VERNONIA POLICE DEPT",-123.1967912,45.8584532
"201","WALLOWA CTY SHERIFF'S OFFICE",-117.5282416,45.5701445
"202","WASHINGTON CTY SHERIFF DEPT",-77.0541965,35.5437791
"203","WEST LINN POLICE DEPT",-122.6551879,45.3453415
"204","WHEELER CTY SHERIFF DEPT",-100.2722822,35.4462928
"205","YAMHILL CTY SHERIFF DEPT",-123.1936263,45.2117292
"206","ABINGTON TOWNSHIP POLICE DEPT",-75.1209234,40.1170115
"207","ALBURTIS POLICE DEPT",-75.4675253,40.6036376
"208","ASTON TOWNSHIP POLICE DEPT",-75.429368,39.866589
"209","BALDWIN BOROUGH POLICE DEPT",-80.017498,40.377514
"210","BALDWIN TOWNSHIP POLICE DEPT",-80.017498,40.377514
"211","BARRETT TOWNSHIP POLICE DEPT",-75.2883844,41.1393081
"212","BEAVER BORO POLICE DEPT",-80.364408,40.709337
"213","BETHEL TOWNSHIP POLICE DEPT",-75.4887854,39.853942
"214","BETHLEHEM POLICE DEPT",-73.8398052,42.6202186
"215","BLOOMSBURG POLICE DEPT",-76.4535134,41.0047211
"216","BRECKNOCK TOWNSHIP POLICE DEPT",-75.9736601,40.2210753
"217","BROOKVILLE POLICE DEPARTMENT",-84.4091015,39.834828
"218","BUCKS COUNTY DEPT OF CORRECTIONS",-75.1283647,40.2745407
"219","BUCKS COUNTY S. CENTRAL ERT",NA,NA
"220","CAMP HILL BOROUGH POLICE DEPT",-80.169323,40.58975
"221","CARBON COUNTY CORRECTIONAL FAC",NA,NA
"222","CARBONDALE POLICE DEPT",-107.2114782,39.4017708
"223","CARROLL TOWNSHIP POLICE DEPT",-76.986217,40.109663
"224","CENTER TOWNSHIP POLICE DEPT",-80.2996005,40.6485276
"225","CENTRAL BUCKS REGIONAL POLICE DEPT",NA,NA
"226","CHESTER MONTGOMERY ERT",-2.893075,53.193392
"227","CHRISTIANA BOROUGH POLICE DEPT",NA,NA
"228","CLAIRTON POLICE DEPT",-79.8948473,40.2959776
"229","COLONIAL REGIONAL POLICE DEPT",-75.3811093,40.6756497
"230","CONEMAUGH TOWNSHIP POLICE DEPT",-78.951451,40.2472659
"231","COVINGTON TOWNSHIP POLICE DEPT",-75.513937,41.3272724
"232","CUMBERLAND COUNTY PRISON DEPT",NA,NA
"233","CUMBERLAND TOWNSHIP POLICE DEPT",-77.2617547,39.8234573
"234","DELMONT POLICE DEPT",-98.1617789,43.2674833
"235","DERRY TOWNSHIP POLICE DEPT",-76.6805041,40.2841746
"236","DOYLESTOWN TOWNSHIP POLICE DEPT",-75.1831479,40.3000948
"237","DUBLIN BOROUGH POLICE DEPT",-75.2039552,40.3702368
"238","DUBOIS CITY POLICE DEPT",NA,NA
"239","DUNMORE POLICE DEPT",-75.6353276,41.4176703
"240","EAST FALLOWFIELD TOWNSHIP POLICE",-75.8419777,39.9593526
"241","EAST FRANKLIN TOWNSHIP POLICE DEPT",-74.5252011,40.4965603
"242","EAST PENNSBORO TOWNSHIP POLICE",-76.932412,40.2872668
"243","EASTERN PIKE REGIONAL POLICE DEPT",-74.7000184,41.3711652
"244","EXETER BORO POLICE DEPT",-75.8554765,40.3061959
"245","FAYETTE COUNTY DA'S OFFICE DTF",NA,NA
"246","FINDLAY TOWNSHIP POLICE DEPT",-83.6507717,41.0335571
"247","FOREST COUNTY SHERIFF OFFICE",-89.482823,32.3545416
"248","HARRISBURG  BUREAU POLICE DEPT",-76.8867008,40.2731911
"249","HEMLOCK TOWNSHIP POLICE DEPT",-76.4950341,41.0136618
"250","HIGHSPIRE BOROUGH POLICE DEPT",-74.1041622,40.394826
"251","HILLTOWN TOWNSHIP POLICE DEPT",-75.2362381,40.3394024
"252","HUNTINGDON COUNTY SHERIFF OFFICE",-78.0078102,40.4850546
"253","JEFFERSON TOWNSHIP POLICE DEPT",-74.551333,41.023116
"254","JERMYN BOROUGH POLICE DEPT",NA,NA
"255","LEHIGH COUNTY DTF",NA,NA
"256","LEHIGH TOWNSHIP POLICE DEPT",-75.5512975,40.7747882
"257","LOCUST TOWNSHIP POLICE DEPT",-76.4044274,40.8732482
"258","LOWER ALLEN TOWNSHIP POLICE DEPT",-76.9354979,40.2112939
"259","LOWER MILFORD TOWNSHIP POLICE",-75.4694285,40.4692917
"260","LOWER WINDSOR TOWNSHIP POLICE DEPT",-76.5603828,39.9612788
"261","LUZERNE COUNTY SHERIFF DEPT",-75.9960708,40.9603682
"262","MANOR TOWNSHIP POLICE DEPT",-76.3654509,40.0264075
"263","MERCERSBURG BOROUGH POLICE DEPT",-77.9033314,39.8278698
"264","MILLCREEK TWP POLICE DEPT 2",-76.212914,40.353112
"265","MILTON BORO POLICE DEPT",-0.7274474,52.0854112
"266","MINERSVILLE POLICE DEPT",-76.2624334,40.7221554
"267","MONTOUR TOWNSHIP POLICE DEPT",-76.4910093,40.9732979
"268","MOON TOWNSHIP POLICE DEPT",-80.2080747,40.5045812
"269","MOUNT CARMEL BOROUGH POLICE",-76.4286678,40.7991199
"270","MOUNT CARMEL TWP POLICE DEPT",-76.4286678,40.7991199
"271","MOUNT LEBANON POLICE DEPT",35.544459,33.8788186
"272","NANTY GLO BOROUGH POLICE DEPT",-78.8333571,40.4722936
"273","NEW BETHLEHEM BOROUGH POLICE DEPT",-79.3314297,41.0017319
"274","NEW BRITAIN TOWNSHIP POLICE DEPT",-75.2039206,40.2965678
"275","NEWTOWN TOWNSHIP POLICE DEPT",-74.9609892,40.2561943
"276","NORTH CORNWALL TWP POLICE DEPT",-76.440973,40.3340109
"277","NORTH LEBANON TWP POLICE DEPT",-84.182773,39.434865
"278","NORTH SEWICKLEY TOWNSHIP",-79.7287703,40.2486681
"279","Northampton Township Police Department",-75.4968501,40.6862075
"280","NORTHEASTERN PA REG POLICE",-76.7057701,40.079734
"281","NORTHERN YORK CTY POLICE",-76.8284146,40.0086195
"282","OFFICE OF IG US DEPT OF HUD",NA,NA
"283","OHIO TOWNSHIP POLICE DEPT",-80.0982079,40.545684
"284","OIL CITY POLICE DEPT",-79.707911,41.433051
"285","PA DEPT OF GENERAL SVCS POLICE",-77.1945247,41.2033216
"286","PA LAW ENF FISH AND BOAT COMMISSION",-77.1945247,41.2033216
"287","PA LAW ENFORCEMENT PROGRAM",-77.1945247,41.2033216
"288","PA PORT AUTHORITY POLICE DEPT",-77.1945247,41.2033216
"289","PA SOUTHERN REGIONAL POLICE DEPT",-76.3442347,39.9410908
"290","PA STATE POLICE DEPT",-77.1200538,41.7926486
"291","PENBROOK POLICE DEPT",-76.8455999,40.2783446
"292","PENNDEL BORO POLICE DEPT",-74.9121907,40.1557598
"293","PINE CREEK TOWNSHIP POLICE DEPT",-77.3051833,41.187493
"294","PITTSBURGH BUREAU OF POLICE",-80.0214558,40.4506095
"295","PLAINS TOWNSHIP POLICE DEPT",-100.5926524,37.2602994
"296","POTTSTOWN POLICE DEPARTMENT",-75.6522722,40.2456421
"297","READING POLICE DEPARTMENT",-84.441534,39.2238875
"298","ROARING BROOK TOWNSHIP POLICE DEPT",-75.5858886,41.3749046
"299","SALISBURY TOWNSHIP POLICE DEPT",-75.4495738,40.5648387
"300","SCOTT TWP POLICE BLOOMSBURG",-76.4549457,41.003698
"301","SHAMOKIN POLICE DEPT",-76.5501769,40.791267
"302","SHENANGO TOWNSHIP POLICE DEPT",-80.4808256,41.1698928
"303","SILVER SPRING TWP POLICE DEPT",-77.0315033,40.2512261
"304","SOMERSET BORO POLICE DEPT",-79.0842305,40.0097528
"305","SOUTH ANNVILLE TWP POLICE DEPT",-76.494057,40.301924
"306","SPRING TWP POLICE DEPT READING",-76.005157,40.3177164
"307","SPRINGFIELD TOWNSHIP POLICE DEPT",-75.3283263,39.9315984
"308","STEELTON BOROUGH POLICE DEPT",-76.8413613,40.2353679
"309","STROUD AREA REGIONAL POLICE DEPT",-2.217758,51.745734
"310","SUGAR NOTCH POLICE DEPT",-75.9282537,41.1970266
"311","SUSQUEHANNA TWP POLICE HARRISBURG",-76.8714178,40.328208
"312","TAMAQUA POLICE DEPT",-75.9693707,40.7973112
"313","TREDYFFRIN TOWNSHIP POLICE DEPT",-75.4708894,40.0657892
"314","UPPER DUBLIN TOWNSHIP POLICE DEPT",-75.200889,40.151888
"315","UPPER GWYNEDD TOWNSHIP  POLICE",-75.2871207,40.211218
"316","UPPER POTTSGROVE TWP POLICE DEPT",-75.6382657,40.2859406
"317","US DHS ICE HOMELAND SEC INV",NA,NA
"318","US DHS ICE NATIONAL ARMORY OPS",NA,NA
"319","US DOJ DEA PHILADELPHIA",-75.1652215,39.9525839
"320","US FBI HARRISBURG",-76.8867008,40.2731911
"321","US MARSHAL SVC WESTERN DIST OF PA",-77.1945247,41.2033216
"322","USPS, OFFICE OF INSPECTOR GENERAL",-93.1259582,44.8560042
"323","VENANGO COUNTY SHERIFF DEPT",-79.8296743,41.3896611
"324","VERNON TOWNSHIP POLICE DEPT",-74.4836094,41.2023555
"325","WARMINSTER TWP POLICE DEPT",-2.181078,51.204629
"326","WAYMART BOROUGH POLICE DEPT",-75.4082366,41.5803625
"327","WEATHERLY POLICE DEPARTMENT",NA,NA
"328","WEST BRANDYWINE POLICE DEPT",-75.823739,40.040979
"329","WEST HAZLETON POLICE DEPT",-75.9922393,40.9576878
"330","WEST HEMPFIELD TWP POLICE DEPT",-76.4242767,40.0624329
"331","WEST SHORE REGIONAL POLICE",-76.8938307,40.2413383
"332","WEST YORK BOROUGH POLICE DEPT",-76.7652781,39.9545394
"333","WESTMORELAND CTY PARK POLICE DEPT",NA,NA
"334","WESTMORELAND CTY SHERIFF DEPT",-76.8277866,38.0950987
"335","WOMELSDORF POLICE DEPT",-76.1841139,40.3617591
"336","WOODWARD TOWNSHIP POLICE DEPT",NA,NA
"337","YORK POLICE DEPT",-70.611076,43.1783923
"338","BURRILLVILLE POLICE DEPT",-71.6425689,41.9644124
"339","CRANSTON POLICE DEPT",-71.4424257,41.8025138
"340","EAST GREENWICH POLICE DEPT",-71.4585889,41.6576992
"341","EAST PROVIDENCE POLICE DEPT",-71.353019,41.815025
"342","FOSTER POLICE DEPT",-71.7206526,41.7841917
"343","GLOCESTER POLICE DEPT",-71.66859,41.897018
"344","HOPKINTON POLICE DEPT",-71.52361,42.2288375
"345","JOHNSTON POLICE DEPT",-71.5002765,41.8306248
"346","LITTLE COMPTON POLICE DEPT",-71.1711563,41.5101032
"347","NORTH KINGSTOWN POLICE DEPT",-71.460439,41.5762166
"348","PAWTUCKET POLICE DEPT",-71.3821515,41.8788402
"349","RI DEPARTMENT OF CORRECTIONS",-71.4095555,41.8213441
"350","RI STATE POLICE",-71.4091563,41.816736
"351","TF GREEN INTL AIRPORT POLICE",NA,NA
"352","TIVERTON POLICE DEPT",-71.1864876,41.6401515
"353","US DOJ ATF PROVIDENCE",-71.4128343,41.8239891
"354","US MARSHAL SERVICE PROVIDENCE",-71.41029,41.825952
"355","WARWICK POLICE DEPT",-71.458549,41.7031138
"356","WEST WARWICK POLICE DEPT",-71.5226811,41.7068313
"357","WESTERLY POLICE DEPT",-71.8095651,41.3497001
"358","WOONSOCKET POLICE DEPT",-71.50987,42.005951
"359","AIKEN COUNTY SHERIFF DEPT",-81.7103025,33.5671226
"360","AIKEN PUBLIC SAFETY DEPT",-81.7215946,33.5653783
"361","ALLENDALE COUNTY SHERIFF DEPT",-81.2844963,32.9903517
"362","ALLENDALE POLICE DEPT",-74.1250507,41.0281253
"363","ANDERSON COUNTY SHERIFF'S OFFICE",-82.6850369,34.5352496
"364","ATLANTIC BEACH POLICE DEPARTMENT",-81.4027659,30.3326138
"365","AYNOR POLICE DEPT",-79.2046522,33.9984536
"366","BARNWELL COUNTY SHERIFF DEPT",-81.3648919,33.2444005
"367","BATESBURG LEESVILLE POLICE DEPT",-81.5373261,33.9101425
"368","BEAUFORT CITY POLICE DEPT",-80.6847984,32.4401538
"369","BEAUFORT COUNTY SHERIFF DEPT",-76.6619577,34.719436
"370","BENNETTSVILLE POLICE DEPT",-79.6821212,34.6176823
"371","BERKELEY COUNTY  SHERIFF OFFICE",-77.964887,39.446847
"372","BISHOPVILLE POLICE DEPT",-80.2473441,34.2186644
"373","BLACKSBURG POLICE DEPT",-80.4133394,37.2264798
"374","CAMPOBELLO POLICE DEPT",-82.151107,35.115598
"375","CAYCE PUBLIC SAFETY",-81.0653133,33.9690354
"376","CHARLESTON COUNTY SHERIFF DEPT",-79.9319032,32.7768496
"377","CHESTER COUNTY SHERIFF DEPT",-81.2310076,34.7081825
"378","CHESTERFIELD COUNTY SHERIFF DEPT",-80.085113,34.7346189
"379","CLARENDON COUNTY SHERIFF DEPT",-80.1875065,33.6734243
"380","CLOVER POLICE DEPT",-81.2259988,35.1104711
"381","COLLETON COUNTY SHERIFF DEPT",-80.2990876,32.5204498
"382","DARLINGTON COUNTY SHERIFF DEPT",-80.0087746,34.3649897
"383","DHS ICE HSI",-98.4266472,40.6082036
"384","DILLON COUNTY SHERIFF DEPT",NA,NA
"385","DORCHESTER COUNT SHERIFF DEPT",-80.2108951,33.042702
"386","EASLEY POLICE DEPARTMENT",-82.6061323,34.8303023
"387","EDGEFIELD COUNTY SHERIFF DEPT",-82.1638396,34.1874203
"388","ESTILL POLICE DEPARTMENT",-81.242022,32.7565688
"389","FLORENCE COUNTY SHERIFF DEPT",-88.2491662,45.9213727
"390","FLORENCE REGIONAL AIRPORT POLICE",11.2558136,43.7695604
"391","FOLLY BEACH PUBLIC SAFETY",-79.9403673,32.6551798
"392","FORT LAWN POLICE DEPT",-80.9281,34.7012
"393","FOUNTAIN INN POLICE DEPT",-82.20121,34.6957406
"394","GEORGETOWN COUNTY SHERIFF  OFFICE",-97.6796045,30.6384757
"395","GREENVILLE COUNTY SHERIFF DEPT",-96.1046636,33.1377335
"396","GREENWOOD COUNTY SHERIFF OFFICE",-82.1638396,34.1874203
"397","HAMPTON COUNTY SHERIFF DEPT",-93.2135485,42.7415045
"398","HANAHAN POLICE DEPARTMENT",-80.0078439,32.9031631
"399","HARDEEVILLE POLICE DEPT",-81.0793486,32.2853688
"400","HARTSVILLE POLICE DEPT",-80.0746442,34.3734491
"401","HORRY COUNTY POLICE DEPT",-79.0534276,33.864389
"402","IVA POLICE DEPARTMENT",-82.665009,34.3062759
"403","KERSHAW COUNTY SHERIFF'S OFFICE",-80.5882803,34.3671762
"404","LATTA POLICE DEPT",NA,NA
"405","LAURENS COUNTY SHERIFF OFFICE",-82.0164793,34.4990803
"406","LEE COUNTY SHERIFF'S OFFICE",-81.8625962,26.5289078
"407","LEXINGTON COUNTY SHERIFF DEPT",-80.2547439,35.8260284
"408","LYMAN POLICE DEPARTMENT",-82.1236426,34.9479587
"409","MARION COUNTY SHERIFF OFFICE",-85.658099,40.55773
"410","MARLBORO COUNTY SHERIFF",-79.6688752,34.6070963
